Week_Start,Week_Number,Month,Quarter,Campaign_ID,Product,Category,Brand,Region,Account,Store_Count,Promo_Flag,Promo_Type,Promo_Depth_Band,Promo_Objective,Retailer_Support,Baseline_Units,Actual_Units,Uplift_Units,Uplift_Pct,Regular_Price,Promo_Price,Discount_Pct,Unit_Cost,Selling_Price,Baseline_Revenue,Actual_Revenue,Incremental_Revenue_From_Uplift,Revenue_Impact_vs_Baseline,Baseline_Gross_Profit,Gross_Profit_Before_Promo_Cost,Incremental_Gross_Profit_Before_Cost,Promo_Cost,Incremental_Profit_After_Promo_Cost,Promo_ROI,Baseline_Gross_Margin_Pct,Actual_Gross_Margin_Pct,Margin_Impact_pp,Rate_of_Sale_Units_per_Store_per_Week,Cannibalisation_Rate_Estimate,Cannibalised_Units_Estimate,Cannibalisation_Risk,Recommendation,Sales_Action,Buyer_Message
2025-10-06,40,Oct,Q4,No Promo,Energy Drink 4pk,Beverages,VoltMax,WA,Coles,63,0,No Promo,No Promo,Baseline trading,None,320,299,-21,-0.0656,9.5,9.5,0.0,3.7,9.5,3040.0,2840.5,0.0,-199.5,1856.0,1734.2,-121.8,0.0,-121.8,,0.6105,0.6105,0.0,4.746,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2408,Energy Drink 4pk,Beverages,VoltMax,WA,Independent,42,1,Price Discount,10-15%,Drive volume,Shelf price ticket,171,244,73,0.4269,9.5,8.55,0.1,3.7,8.55,1624.5,2086.2,624.15,461.7,991.8,1183.4,191.6,232.1551,-40.5551,-0.1747,0.6105,0.5673,-4.3275,5.8095,0.0887,6.4772,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Energy Drink 4pk,Beverages,VoltMax,SA,Woolworths,53,0,No Promo,No Promo,Baseline trading,None,273,285,12,0.044,9.5,9.5,0.0,3.7,9.5,2593.5,2707.5,114.0,114.0,1583.4,1653.0,69.6,0.0,69.6,,0.6105,0.6105,0.0,5.3774,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Energy Drink 4pk,Beverages,VoltMax,SA,Coles,52,0,No Promo,No Promo,Baseline trading,None,255,273,18,0.0706,9.5,9.5,0.0,3.7,9.5,2422.5,2593.5,171.0,171.0,1479.0,1583.4,104.4,0.0,104.4,,0.6105,0.6105,0.0,5.25,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Energy Drink 4pk,Beverages,VoltMax,SA,Independent,34,0,No Promo,No Promo,Baseline trading,None,122,115,-7,-0.0574,9.5,9.5,0.0,3.7,9.5,1159.0,1092.5,0.0,-66.5,707.6,667.0,-40.6,0.0,-40.6,,0.6105,0.6105,0.0,3.3824,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,NSW,Woolworths,110,0,No Promo,No Promo,Baseline trading,None,1408,1405,-3,-0.0021,4.5,4.5,0.0,1.35,4.5,6336.0,6322.5,0.0,-13.5,4435.2,4425.75,-9.45,0.0,-9.45,,0.7,0.7,0.0,12.7727,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,NSW,Coles,105,0,No Promo,No Promo,Baseline trading,None,1288,1356,68,0.0528,4.5,4.5,0.0,1.35,4.5,5796.0,6102.0,306.0,306.0,4057.2,4271.4,214.2,0.0,214.2,,0.7,0.7,0.0,12.9143,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,NSW,Independent,69,0,No Promo,No Promo,Baseline trading,None,673,668,-5,-0.0074,4.5,4.5,0.0,1.35,4.5,3028.5,3006.0,0.0,-22.5,2119.95,2104.2,-15.75,0.0,-15.75,,0.7,0.7,0.0,9.6812,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2409,Potato Chips 175g,Snacks,CrunchyCo,VIC,Woolworths,99,1,Multi-buy,10-15%,Drive multi-unit purchase,Multi-buy shelf execution,1129,1827,698,0.6182,4.5,3.82,0.15,1.35,3.82,5080.5,6979.14,2666.36,1898.64,3556.35,4512.69,956.34,363.807,592.533,1.6287,0.7,0.6466,-5.3403,18.4545,0.1087,75.8453,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,VIC,Coles,91,0,No Promo,No Promo,Baseline trading,None,1149,1058,-91,-0.0792,4.5,4.5,0.0,1.35,4.5,5170.5,4761.0,0.0,-409.5,3619.35,3332.7,-286.65,0.0,-286.65,,0.7,0.7,0.0,11.6264,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,VIC,Independent,64,0,No Promo,No Promo,Baseline trading,None,547,502,-45,-0.0823,4.5,4.5,0.0,1.35,4.5,2461.5,2259.0,0.0,-202.5,1723.05,1581.3,-141.75,0.0,-141.75,,0.7,0.7,0.0,7.8438,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,QLD,Woolworths,82,0,No Promo,No Promo,Baseline trading,None,1106,1105,-1,-0.0009,4.5,4.5,0.0,1.35,4.5,4977.0,4972.5,0.0,-4.5,3483.9,3480.75,-3.15,0.0,-3.15,,0.7,0.7,0.0,13.4756,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,QLD,Coles,79,0,No Promo,No Promo,Baseline trading,None,951,998,47,0.0494,4.5,4.5,0.0,1.35,4.5,4279.5,4491.0,211.5,211.5,2995.65,3143.7,148.05,0.0,148.05,,0.7,0.7,0.0,12.6329,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2410,Potato Chips 175g,Snacks,CrunchyCo,QLD,Independent,53,1,Price Discount,20-25%,Increase basket penetration,Shelf price ticket,576,1395,819,1.4219,4.5,3.6,0.2,1.35,3.6,2592.0,5022.0,2948.4,2430.0,1814.4,3138.75,1324.35,376.4541,947.8959,2.518,0.7,0.625,-7.5,26.3208,0.1223,100.1655,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Woolworths,67,0,No Promo,No Promo,Baseline trading,None,845,875,30,0.0355,4.5,4.5,0.0,1.35,4.5,3802.5,3937.5,135.0,135.0,2661.75,2756.25,94.5,0.0,94.5,,0.7,0.7,0.0,13.0597,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Coles,64,0,No Promo,No Promo,Baseline trading,None,812,824,12,0.0148,4.5,4.5,0.0,1.35,4.5,3654.0,3708.0,54.0,54.0,2557.8,2595.6,37.8,0.0,37.8,,0.7,0.7,0.0,12.875,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Independent,41,0,No Promo,No Promo,Baseline trading,None,407,374,-33,-0.0811,4.5,4.5,0.0,1.35,4.5,1831.5,1683.0,0.0,-148.5,1282.05,1178.1,-103.95,0.0,-103.95,,0.7,0.7,0.0,9.122,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2411,Potato Chips 175g,Snacks,CrunchyCo,SA,Woolworths,55,1,Price Discount,20-25%,Drive volume,Shelf price ticket,605,1344,739,1.2215,4.5,3.38,0.25,1.35,3.38,2722.5,4542.72,2497.82,1820.22,1905.75,2728.32,822.57,346.7523,475.8177,1.3722,0.7,0.6006,-9.9408,24.4364,0.1033,76.3623,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-10-06,40,Oct,Q4,No Promo,Potato Chips 175g,Snacks,CrunchyCo,SA,Coles,52,0,No Promo,No Promo,Baseline trading,None,564,555,-9,-0.016,4.5,4.5,0.0,1.35,4.5,2538.0,2497.5,0.0,-40.5,1776.6,1748.25,-28.35,0.0,-28.35,,0.7,0.7,0.0,10.6731,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2412,Potato Chips 175g,Snacks,CrunchyCo,SA,Independent,34,1,Catalogue Feature,10-15%,Drive traffic,Catalogue,313,492,179,0.5719,4.5,3.82,0.15,1.35,3.82,1408.5,1879.44,683.78,470.94,985.95,1215.24,229.29,365.929,-136.639,-0.3734,0.7,0.6466,-5.3403,14.4706,0.1169,20.9259,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Woolworths,112,0,No Promo,No Promo,Baseline trading,None,1149,1073,-76,-0.0661,5.2,5.2,0.0,1.6,5.2,5974.8,5579.6,0.0,-395.2,4136.4,3862.8,-273.6,0.0,-273.6,,0.6923,0.6923,0.0,9.5804,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Coles,103,0,No Promo,No Promo,Baseline trading,None,897,881,-16,-0.0178,5.2,5.2,0.0,1.6,5.2,4664.4,4581.2,0.0,-83.2,3229.2,3171.6,-57.6,0.0,-57.6,,0.6923,0.6923,0.0,8.5534,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Independent,68,0,No Promo,No Promo,Baseline trading,None,591,556,-35,-0.0592,5.2,5.2,0.0,1.6,5.2,3073.2,2891.2,0.0,-182.0,2127.6,2001.6,-126.0,0.0,-126.0,,0.6923,0.6923,0.0,8.1765,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Woolworths,100,0,No Promo,No Promo,Baseline trading,None,917,953,36,0.0393,5.2,5.2,0.0,1.6,5.2,4768.4,4955.6,187.2,187.2,3301.2,3430.8,129.6,0.0,129.6,,0.6923,0.6923,0.0,9.53,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Coles,98,0,No Promo,No Promo,Baseline trading,None,944,912,-32,-0.0339,5.2,5.2,0.0,1.6,5.2,4908.8,4742.4,0.0,-166.4,3398.4,3283.2,-115.2,0.0,-115.2,,0.6923,0.6923,0.0,9.3061,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Independent,63,0,No Promo,No Promo,Baseline trading,None,467,445,-22,-0.0471,5.2,5.2,0.0,1.6,5.2,2428.4,2314.0,0.0,-114.4,1681.2,1602.0,-79.2,0.0,-79.2,,0.6923,0.6923,0.0,7.0635,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Woolworths,88,0,No Promo,No Promo,Baseline trading,None,930,942,12,0.0129,5.2,5.2,0.0,1.6,5.2,4836.0,4898.4,62.4,62.4,3348.0,3391.2,43.2,0.0,43.2,,0.6923,0.6923,0.0,10.7045,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Coles,81,0,No Promo,No Promo,Baseline trading,None,863,826,-37,-0.0429,5.2,5.2,0.0,1.6,5.2,4487.6,4295.2,0.0,-192.4,3106.8,2973.6,-133.2,0.0,-133.2,,0.6923,0.6923,0.0,10.1975,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Independent,50,0,No Promo,No Promo,Baseline trading,None,453,415,-38,-0.0839,5.2,5.2,0.0,1.6,5.2,2355.6,2158.0,0.0,-197.6,1630.8,1494.0,-136.8,0.0,-136.8,,0.6923,0.6923,0.0,8.3,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Woolworths,67,0,No Promo,No Promo,Baseline trading,None,657,696,39,0.0594,5.2,5.2,0.0,1.6,5.2,3416.4,3619.2,202.8,202.8,2365.2,2505.6,140.4,0.0,140.4,,0.6923,0.6923,0.0,10.3881,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Coles,66,0,No Promo,No Promo,Baseline trading,None,674,678,4,0.0059,5.2,5.2,0.0,1.6,5.2,3504.8,3525.6,20.8,20.8,2426.4,2440.8,14.4,0.0,14.4,,0.6923,0.6923,0.0,10.2727,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2413,Chocolate Block 180g,Snacks,SweetPeak,WA,Independent,40,1,Price Discount,10-15%,Defend share,Shelf price ticket,326,595,269,0.8252,5.2,4.42,0.15,1.6,4.42,1695.2,2629.9,1188.98,934.7,1173.6,1677.9,504.3,271.3074,232.9926,0.8588,0.6923,0.638,-5.4299,14.875,0.1549,41.6581,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-10-06,40,Oct,Q4,PR-2414,Chocolate Block 180g,Snacks,SweetPeak,SA,Woolworths,55,1,Multi-buy,10-15%,Increase basket size,Multi-buy shelf execution,519,785,266,0.5125,5.2,4.42,0.15,1.6,4.42,2698.8,3469.7,1175.72,770.9,1868.4,2213.7,345.3,206.0499,139.2501,0.6758,0.6923,0.638,-5.4299,14.2727,0.1282,34.0984,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Coles,52,0,No Promo,No Promo,Baseline trading,None,475,479,4,0.0084,5.2,5.2,0.0,1.6,5.2,2470.0,2490.8,20.8,20.8,1710.0,1724.4,14.4,0.0,14.4,,0.6923,0.6923,0.0,9.2115,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Independent,36,0,No Promo,No Promo,Baseline trading,None,250,255,5,0.02,5.2,5.2,0.0,1.6,5.2,1300.0,1326.0,26.0,26.0,900.0,918.0,18.0,0.0,18.0,,0.6923,0.6923,0.0,7.0833,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,NSW,Woolworths,112,0,No Promo,No Promo,Baseline trading,None,542,521,-21,-0.0387,8.8,8.8,0.0,3.4,8.8,4769.6,4584.8,0.0,-184.8,2926.8,2813.4,-113.4,0.0,-113.4,,0.6136,0.6136,0.0,4.6518,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2415,Protein Bar 5pk,Snacks,FitBite,NSW,Coles,100,1,Price Discount,10-15%,Increase basket penetration,Shelf price ticket,480,623,143,0.2979,8.8,7.92,0.1,3.4,7.92,4224.0,4934.16,1132.56,710.16,2592.0,2815.96,223.96,287.1509,-63.1909,-0.2201,0.6136,0.5707,-4.2929,6.23,0.1612,23.0471,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,NSW,Independent,71,0,No Promo,No Promo,Baseline trading,None,267,270,3,0.0112,8.8,8.8,0.0,3.4,8.8,2349.6,2376.0,26.4,26.4,1441.8,1458.0,16.2,0.0,16.2,,0.6136,0.6136,0.0,3.8028,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,VIC,Woolworths,91,0,No Promo,No Promo,Baseline trading,None,456,462,6,0.0132,8.8,8.8,0.0,3.4,8.8,4012.8,4065.6,52.8,52.8,2462.4,2494.8,32.4,0.0,32.4,,0.6136,0.6136,0.0,5.0769,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,VIC,Coles,98,0,No Promo,No Promo,Baseline trading,None,425,398,-27,-0.0635,8.8,8.8,0.0,3.4,8.8,3740.0,3502.4,0.0,-237.6,2295.0,2149.2,-145.8,0.0,-145.8,,0.6136,0.6136,0.0,4.0612,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2416,Protein Bar 5pk,Snacks,FitBite,VIC,Independent,64,1,Price Discount,10-15%,Increase basket penetration,Shelf price ticket,230,342,112,0.487,8.8,7.48,0.15,3.4,7.48,2024.0,2558.16,837.76,534.16,1242.0,1395.36,153.36,282.7228,-129.3628,-0.4576,0.6136,0.5455,-6.8182,5.3438,0.1407,15.7532,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,QLD,Woolworths,86,0,No Promo,No Promo,Baseline trading,None,401,393,-8,-0.02,8.8,8.8,0.0,3.4,8.8,3528.8,3458.4,0.0,-70.4,2165.4,2122.2,-43.2,0.0,-43.2,,0.6136,0.6136,0.0,4.5698,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,QLD,Coles,82,0,No Promo,No Promo,Baseline trading,None,438,464,26,0.0594,8.8,8.8,0.0,3.4,8.8,3854.4,4083.2,228.8,228.8,2365.2,2505.6,140.4,0.0,140.4,,0.6136,0.6136,0.0,5.6585,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,QLD,Independent,52,0,No Promo,No Promo,Baseline trading,None,187,190,3,0.016,8.8,8.8,0.0,3.4,8.8,1645.6,1672.0,26.4,26.4,1009.8,1026.0,16.2,0.0,16.2,,0.6136,0.6136,0.0,3.6538,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,WA,Woolworths,69,0,No Promo,No Promo,Baseline trading,None,303,309,6,0.0198,8.8,8.8,0.0,3.4,8.8,2666.4,2719.2,52.8,52.8,1636.2,1668.6,32.4,0.0,32.4,,0.6136,0.6136,0.0,4.4783,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,WA,Coles,64,0,No Promo,No Promo,Baseline trading,None,311,343,32,0.1029,8.8,8.8,0.0,3.4,8.8,2736.8,3018.4,281.6,281.6,1679.4,1852.2,172.8,0.0,172.8,,0.6136,0.6136,0.0,5.3594,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,WA,Independent,43,0,No Promo,No Promo,Baseline trading,None,142,141,-1,-0.007,8.8,8.8,0.0,3.4,8.8,1249.6,1240.8,0.0,-8.8,766.8,761.4,-5.4,0.0,-5.4,,0.6136,0.6136,0.0,3.2791,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,SA,Woolworths,57,0,No Promo,No Promo,Baseline trading,None,232,213,-19,-0.0819,8.8,8.8,0.0,3.4,8.8,2041.6,1874.4,0.0,-167.2,1252.8,1150.2,-102.6,0.0,-102.6,,0.6136,0.6136,0.0,3.7368,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2417,Protein Bar 5pk,Snacks,FitBite,SA,Coles,49,1,Multi-buy,20-25%,Increase basket size,Multi-buy shelf execution,213,341,128,0.6009,8.8,7.04,0.2,3.4,7.04,1874.4,2400.64,901.12,526.24,1150.2,1241.24,91.04,234.2939,-143.2539,-0.6114,0.6136,0.517,-9.6591,6.9592,0.1068,13.6688,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Protein Bar 5pk,Snacks,FitBite,SA,Independent,34,0,No Promo,No Promo,Baseline trading,None,119,117,-2,-0.0168,8.8,8.8,0.0,3.4,8.8,1047.2,1029.6,0.0,-17.6,642.6,631.8,-10.8,0.0,-10.8,,0.6136,0.6136,0.0,3.4412,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2418,Laundry Liquid 2L,Household,CleanWave,NSW,Woolworths,112,1,Multi-buy,10-15%,Defend share,Multi-buy shelf execution,457,654,197,0.4311,13.0,11.05,0.15,5.0,11.05,5941.0,7226.7,2176.85,1285.7,3656.0,3956.7,300.7,343.2826,-42.5826,-0.124,0.6154,0.5475,-6.7873,5.8393,0.0578,11.3948,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,NSW,Coles,112,0,No Promo,No Promo,Baseline trading,None,370,355,-15,-0.0405,13.0,13.0,0.0,5.0,13.0,4810.0,4615.0,0.0,-195.0,2960.0,2840.0,-120.0,0.0,-120.0,,0.6154,0.6154,0.0,3.1696,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,NSW,Independent,63,0,No Promo,No Promo,Baseline trading,None,253,280,27,0.1067,13.0,13.0,0.0,5.0,13.0,3289.0,3640.0,351.0,351.0,2024.0,2240.0,216.0,0.0,216.0,,0.6154,0.6154,0.0,4.4444,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,PR-2419,Laundry Liquid 2L,Household,CleanWave,VIC,Woolworths,104,1,Bundle,10-15%,Increase basket size,Bundle execution,346,461,115,0.3324,13.0,11.05,0.15,5.0,11.05,4498.0,5094.05,1270.75,596.05,2768.0,2789.05,21.05,201.5805,-180.5305,-0.8956,0.6154,0.5475,-6.7873,4.4327,0.0568,6.5369,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,VIC,Coles,92,0,No Promo,No Promo,Baseline trading,None,377,381,4,0.0106,13.0,13.0,0.0,5.0,13.0,4901.0,4953.0,52.0,52.0,3016.0,3048.0,32.0,0.0,32.0,,0.6154,0.6154,0.0,4.1413,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,VIC,Independent,59,0,No Promo,No Promo,Baseline trading,None,249,264,15,0.0602,13.0,13.0,0.0,5.0,13.0,3237.0,3432.0,195.0,195.0,1992.0,2112.0,120.0,0.0,120.0,,0.6154,0.6154,0.0,4.4746,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,QLD,Woolworths,92,0,No Promo,No Promo,Baseline trading,None,402,420,18,0.0448,13.0,13.0,0.0,5.0,13.0,5226.0,5460.0,234.0,234.0,3216.0,3360.0,144.0,0.0,144.0,,0.6154,0.6154,0.0,4.5652,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,QLD,Coles,83,0,No Promo,No Promo,Baseline trading,None,364,397,33,0.0907,13.0,13.0,0.0,5.0,13.0,4732.0,5161.0,429.0,429.0,2912.0,3176.0,264.0,0.0,264.0,,0.6154,0.6154,0.0,4.7831,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,QLD,Independent,52,0,No Promo,No Promo,Baseline trading,None,169,156,-13,-0.0769,13.0,13.0,0.0,5.0,13.0,2197.0,2028.0,0.0,-169.0,1352.0,1248.0,-104.0,0.0,-104.0,,0.6154,0.6154,0.0,3.0,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,WA,Woolworths,66,0,No Promo,No Promo,Baseline trading,None,297,282,-15,-0.0505,13.0,13.0,0.0,5.0,13.0,3861.0,3666.0,0.0,-195.0,2376.0,2256.0,-120.0,0.0,-120.0,,0.6154,0.6154,0.0,4.2727,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,WA,Coles,65,0,No Promo,No Promo,Baseline trading,None,257,259,2,0.0078,13.0,13.0,0.0,5.0,13.0,3341.0,3367.0,26.0,26.0,2056.0,2072.0,16.0,0.0,16.0,,0.6154,0.6154,0.0,3.9846,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-10-06,40,Oct,Q4,No Promo,Laundry Liquid 2L,Household,CleanWave,WA,Independent,43,0,No Promo,No Promo,Baseline trading,None,153,153,0,0.0,13.0,13.0,0.0,5.0,13.0,1989.0,1989.0,0.0,0.0,1224.0,1224.0,0.0,0.0,0.0,,0.6154,0.6154,0.0,3.5581,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
